Customer code,R,F,M,labels
8544,279,3,0.318557986573314,2
8554,406,17,-0.1835327783495286,3
8611,866,2,0.9091326071840231,2
8689,525,2,-0.48484070914157307,1
8858,741,3,0.48863448535047693,2
9045,363,8,-0.13142399890997702,1
9073,364,6,-0.5208103772802575,1
9076,1000,6,-0.22182481156183734,0
9081,784,6,-0.368501401169654,0
9130,820,15,-0.46305521484112744,3
9281,931,2,0.033235232368902023,0
9285,628,11,0.12932340740807732,2
9349,249,10,0.3821691435356929,2
9400,924,2,-0.363112432552567,0
9459,431,11,-0.39839441046548096,1
9550,330,2,-0.2258770535735087,1
9553,441,3,-0.299849650552672,1
9559,783,18,-0.6253295272618798,3
9599,636,6,-0.0031029152395170845,1
9788,313,6,0.020207367195362796,1
9836,1119,5,0.26682216991683805,0
9880,475,5,-0.10048962008700903,1
10018,364,23,-0.21454162014606276,3
10033,916,6,-0.42219598178166295,0
10048,860,4,1.0931240054660614,2
10052,571,3,-0.05309845740999902,1
10108,438,9,-0.1679236788349564,1
10185,390,15,-0.274149972524582,3
10205,918,3,-0.6148841148425941,0
10334,347,7,-0.214938024106288,1
10341,1023,8,0.00694548987515764,0
10399,237,23,-0.08420235864754394,3
10409,974,8,-0.2537088362010866,0
10458,1064,6,0.5937344291629588,2
10492,791,2,-0.499567502066311,0
10598,306,20,-0.2199509329416561,3
10741,791,6,-0.48776377317036834,0
10943,749,9,0.03874557893430325,0
10987,515,11,-0.5565270012668674,1
11000,691,5,0.011303952214071988,0
11138,528,18,0.5655131407248428,2
11246,313,10,0.326236233121633,2
11287,536,22,0.31205893837190046,3
11336,887,8,0.5132042844697843,2
11357,496,2,-0.065579194841832,1
11407,1153,2,-0.1623313756085211,0
11447,383,22,-0.11434027561617614,3
11551,523,16,-0.15783751485155886,3
11591,412,7,-0.23508334211430387,1
11689,496,9,0.06981133987550975,2
11863,985,12,-0.11470247601644208,0
11872,357,10,-0.44681140216865384,1
11890,1006,2,-0.257213290831362,0
11901,1075,2,-0.459722175877175,0
11944,1114,6,0.26208100688659525,0
11945,430,12,-0.21227539540181953,3
11982,868,5,-0.37216860652971434,0
12044,697,4,0.051371234505190516,0
12062,620,19,-0.33351614586337897,3
12091,1015,6,-0.5815471973451658,0
12152,423,4,-0.1697359550704489,1
12156,463,3,-0.29984332953288084,1
12224,372,16,-0.40177606657272885,3
12284,655,2,-0.3395792899478547,1
12289,363,21,0.5203404406645138,2
12295,694,5,-0.04083496381312077,0
12298,278,4,-0.4362881201886935,1
12370,774,2,0.12736780278775,0
12395,651,8,-0.17512259007663153,1
12404,636,6,-0.4374689059404384,1
12457,266,24,0.6038249806222091,2
12459,582,17,-0.4304296428630091,3
12513,651,17,0.6394902697320051,2
12524,669,8,-0.2917004113324138,1
12627,242,11,0.3648361908922456,2
12647,459,8,-0.34837606310542907,1
12780,537,21,-0.2311504919819842,3
12834,916,10,0.7066655826013125,2
12945,427,13,-0.6287657447876446,3
12999,463,5,-0.3552340332527175,1
13044,928,5,0.09737022835854195,0
13047,385,18,-0.5047815096526176,3
13147,638,5,-0.07032199149682548,1
13193,935,2,0.11730428785810404,0
13268,938,3,0.11248816547547286,0
13324,374,12,0.1201921732123836,3
13354,385,5,-0.27841380497899304,1
13355,655,3,-0.31591411684652004,1
13370,757,9,-0.19693240571677403,0
13665,454,8,-0.33185951275627956,1
13766,370,17,0.11908434067258865,3
13898,354,10,-0.4366405430797573,1
13901,237,12,-0.14027710522854733,3
13962,421,3,-0.5291491605742693,1
14007,301,17,0.06835690711216318,3
14008,405,11,-0.3626356408119713,1
14019,574,4,-0.6035800345409981,1
14054,615,17,-0.22861877025187324,3
14109,503,17,0.4882776141046691,2
14159,944,19,0.6712167020689795,2
14252,248,20,0.23287261610956844,3
14258,937,13,-0.3909603494132592,0
14264,354,14,1.093845728852402,2
14420,750,4,0.007224916858430491,0
14444,237,16,0.32898272840864884,2
14449,392,18,-0.15166764450306255,3
14453,440,13,0.14290581860411433,2
14497,494,25,0.39747497719340513,3
14549,1086,3,0.22432075559919684,0
14564,432,12,-0.05326891787057725,3
14570,833,11,-0.03668689978534079,0
14605,861,3,0.5225345965657902,2
14662,840,3,-0.5749149300081701,0
14666,266,14,-0.37643061629798746,3
14743,708,5,-0.013012596322086456,0
14763,405,9,0.10622283994734412,2
14779,357,22,0.029631578452138256,3
14802,336,12,-0.29237968442034384,3
14814,865,4,-0.10780879995276145,0
14837,1152,3,0.10996144911159894,0
14861,453,11,-0.456847421418798,1
14876,1050,3,0.3130568048428499,0
14884,389,8,-0.5404957300297075,1
14944,344,6,0.23929968625878031,2
15034,1048,12,0.5883591187807665,2
15084,672,5,-0.23056721030425453,1
15160,921,8,-0.3037322465667615,0
15265,1098,9,1.0761063615050388,2
15277,613,5,0.495213486421862,2
15303,733,10,-0.4325230688482344,0
15334,693,2,-0.48484070914157307,1
15433,692,2,-0.495145748429531,1
15464,753,12,-0.16288435604397702,0
15568,235,19,0.2766300311514395,3
15584,291,10,-0.15187770594621802,1
15592,810,8,-0.4349181628788803,0
15666,498,18,0.9949661867111811,2
15797,398,20,-0.09544423973745647,3
15977,368,14,0.2504614928535292,2
15987,405,10,-0.5529314251406218,1
16040,1140,2,-0.21293382514091672,0
16049,909,6,-0.1850484783480074,0
16094,361,15,-0.21827556580946195,3
16116,393,21,-0.22940271837552512,3
16142,382,13,0.1678347936144297,2
16165,277,15,-0.5721555301745219,3
16190,645,2,-0.5052649997495571,1
16272,524,3,-0.14845090739740888,1
16349,370,11,0.4878394374111859,2
16401,1090,5,-0.32379376178095703,0
16422,643,8,-0.2596709560004892,1
16455,626,6,-0.38303137988777675,1
16486,1096,3,-0.285296259731336,0
16539,309,24,0.03796396089748951,3
16572,969,4,-0.21014700562193764,0
16585,904,7,0.15969199430086292,0
16623,313,14,0.06804898265230198,3
16669,959,2,-0.49253852394622,0
16755,361,23,0.04428221343994924,3
16866,712,4,-0.23777986938568133,0
16881,326,8,-0.5969394884095429,1
16887,452,15,-0.2573651773214203,3
16903,299,2,-0.47255393152900804,1
16963,706,2,-0.411937510525081,0
17011,809,4,-0.2442135809770167,0
17113,287,8,-0.07295188070259843,1
17348,250,2,-0.48980124788535595,1
17377,782,6,-0.08278522498308426,0
17414,851,14,-0.4777677344666237,0
17438,379,10,-0.2822843876442415,1
17482,817,7,0.010979816253793212,0
17485,956,5,0.5956225936906776,2
17501,648,12,-0.2996421873218136,3
17514,1093,4,-0.23712651503178697,0
17525,239,19,0.022040266700796975,3
17532,904,3,-0.5333417757172667,0
17552,256,11,-0.1918076297045258,3
17556,238,8,0.30649948138376565,2
17578,727,6,0.1743459597517989,2
17583,813,2,-0.07699896193738201,0
17588,559,7,-0.23061818095604453,1
17592,844,8,-0.287886022964916,0
17623,378,20,-0.07817937987219634,3
17673,1093,7,-0.11233249019436499,0
17785,1121,3,-0.1943220847673301,0
17811,249,15,-0.27924778652393184,3
17831,1166,2,-0.400270026138955,0
17899,1005,3,0.096615680081821,0
17953,264,12,0.3045786079492537,2
17999,1083,9,-0.27192956281938513,0
18059,389,10,0.56751411272903,2
18365,242,23,0.386283014297183,3
18464,397,19,0.3299108901736405,2
18514,607,9,-0.2719855839843897,1
18547,293,20,-0.16879557519805755,3
18649,277,18,0.2670216428554463,3
18758,250,8,-0.13475292895577642,1
18851,276,14,-0.2876962048922557,3
18865,287,2,-0.18947499772337748,1
18867,507,3,-0.312972345933405,1
19139,1146,4,0.04082931555811986,0
19191,572,5,-0.316570008893015,1
19236,595,10,0.13465564547649297,2
19282,318,22,0.2042823736277403,3
19290,391,8,0.12009861958872757,2
19297,327,26,0.06441374040577431,3
19411,434,7,0.03455915319950342,1
19412,385,13,-0.374336816159242,3
19499,379,6,-0.2660691839694511,1
19574,307,24,0.07476649303405059,3
19694,1014,13,0.47925053439176485,2
19743,348,22,0.46499658535898225,2
19820,665,6,0.5651463055974324,2
19837,1163,3,-0.21637498847332545,0
19892,292,10,-0.4242375424223185,1
19930,508,5,0.018812882584654467,1
19988,323,18,0.3233296774794686,2
20012,1058,6,0.13370793823281937,0
20017,592,12,0.5428074592855965,2
20168,246,11,0.09061284057809196,3
20213,319,7,0.49358635751315394,2
20227,503,5,-0.6380807320984321,1
20236,650,7,-0.45412723409197797,1
20347,537,2,-0.48484070914157307,1
20415,617,7,0.4320636578679634,2
20423,441,13,0.9837918224384007,2
20451,287,6,-0.42812478548498556,1
20574,481,15,0.5146764275113381,2
20735,237,10,-0.043761433954662796,1
20754,732,23,0.9491959230226149,2
20867,391,19,0.017179990254997352,3
20892,1008,9,-0.18514119077288405,0
20921,385,5,0.03939695084505945,1
20933,637,5,-0.34468901783951356,1
20936,1029,2,-0.038293135284895,0
20977,922,4,-0.0035244653194995146,0
20991,249,9,-0.10348718673551051,1
21019,1114,2,-0.24420813307612632,0
21041,279,9,0.006907868986340493,1
21121,468,6,-0.19712120475915432,1
21239,523,6,-0.27306306880671155,1
21288,1137,14,0.023032210378693203,0
21459,729,10,-0.39820369376924253,0
21500,599,13,1.0097415599071373,2
